section,group_or_category,priority,term_or_phrase,why_important,recommended_response_style,source
vulnerability_signal_group,other_relevant_vulnerability_or_hardship_terms,,alcohol,Additional terms already treated as risk or support indicators by the app.,Treat as a cue to assess whether a more supportive or lower-pressure response is needed.,config.yaml:keywords
vulnerability_signal_group,other_relevant_vulnerability_or_hardship_terms,,repossession,Additional terms already treated as risk or support indicators by the app.,Treat as a cue to assess whether a more supportive or lower-pressure response is needed.,config.yaml:keywords
vulnerability_signal_group,other_relevant_vulnerability_or_hardship_terms,,arrears,Additional terms already treated as risk or support indicators by the app.,Treat as a cue to assess whether a more supportive or lower-pressure response is needed.,config.yaml:keywords
vulnerability_signal_group,other_relevant_vulnerability_or_hardship_terms,,forbearance,Additional terms already treated as risk or support indicators by the app.,Treat as a cue to assess whether a more supportive or lower-pressure response is needed.,config.yaml:keywords
vulnerability_signal_group,other_relevant_vulnerability_or_hardship_terms,,tax credit,Additional terms already treated as risk or support indicators by the app.,Treat as a cue to assess whether a more supportive or lower-pressure response is needed.,config.yaml:keywords
vulnerability_signal_group,other_relevant_vulnerability_or_hardship_terms,,universal credit,Additional terms already treated as risk or support indicators by the app.,Treat as a cue to assess whether a more supportive or lower-pressure response is needed.,config.yaml:keywords
vulnerability_signal_group,other_relevant_vulnerability_or_hardship_terms,,benefits,Additional terms already treated as risk or support indicators by the app.,Treat as a cue to assess whether a more supportive or lower-pressure response is needed.,config.yaml:keywords
vulnerability_signal_group,other_relevant_vulnerability_or_hardship_terms,,PIP,Additional terms already treated as risk or support indicators by the app.,Treat as a cue to assess whether a more supportive or lower-pressure response is needed.,config.yaml:keywords
vulnerability_signal_group,other_relevant_vulnerability_or_hardship_terms,,personal independent pay,Additional terms already treated as risk or support indicators by the app.,Treat as a cue to assess whether a more supportive or lower-pressure response is needed.,config.yaml:keywords
vulnerability_signal_group,other_relevant_vulnerability_or_hardship_terms,,sickpay,Additional terms already treated as risk or support indicators by the app.,Treat as a cue to assess whether a more supportive or lower-pressure response is needed.,config.yaml:keywords
vulnerability_signal_group,other_relevant_vulnerability_or_hardship_terms,,my finances,Additional terms already treated as risk or support indicators by the app.,Treat as a cue to assess whether a more supportive or lower-pressure response is needed.,config.yaml:keywords
vulnerability_signal_group,other_relevant_vulnerability_or_hardship_terms,,lower payment,Additional terms already treated as risk or support indicators by the app.,Treat as a cue to assess whether a more supportive or lower-pressure response is needed.,config.yaml:keywords
vulnerability_signal_group,other_relevant_vulnerability_or_hardship_terms,,days off work,Additional terms already treated as risk or support indicators by the app.,Treat as a cue to assess whether a more supportive or lower-pressure response is needed.,config.yaml:keywords
vulnerability_signal_group,other_relevant_vulnerability_or_hardship_terms,,delay in payment,Additional terms already treated as risk or support indicators by the app.,Treat as a cue to assess whether a more supportive or lower-pressure response is needed.,config.yaml:keywords
vulnerability_signal_group,other_relevant_vulnerability_or_hardship_terms,,plan,Additional terms already treated as risk or support indicators by the app.,Treat as a cue to assess whether a more supportive or lower-pressure response is needed.,config.yaml:keywords
vulnerability_signal_group,other_relevant_vulnerability_or_hardship_terms,,grace period,Additional terms already treated as risk or support indicators by the app.,Treat as a cue to assess whether a more supportive or lower-pressure response is needed.,config.yaml:keywords
vulnerability_signal_group,other_relevant_vulnerability_or_hardship_terms,,payment date,Additional terms already treated as risk or support indicators by the app.,Treat as a cue to assess whether a more supportive or lower-pressure response is needed.,config.yaml:keywords
vulnerability_signal_group,other_relevant_vulnerability_or_hardship_terms,,direct debit,Additional terms already treated as risk or support indicators by the app.,Treat as a cue to assess whether a more supportive or lower-pressure response is needed.,config.yaml:keywords
vulnerability_signal_group,other_relevant_vulnerability_or_hardship_terms,,standing order,Additional terms already treated as risk or support indicators by the app.,Treat as a cue to assess whether a more supportive or lower-pressure response is needed.,config.yaml:keywords
vulnerability_signal_group,other_relevant_vulnerability_or_hardship_terms,,bank transfer,Additional terms already treated as risk or support indicators by the app.,Treat as a cue to assess whether a more supportive or lower-pressure response is needed.,config.yaml:keywords
